title,summary,url,source,publication_date
PM to attend Quad summit in US on Sept 24,Video content available.,https://timesofindia.indiatimes.com/india/pm-modi-to-attend-first-in-person-quad-summit-to-be-hosted-by-biden-next-week/articleshow/86187822.cms,Times of India,2024-09-30
Pre-diabetic? 7 simple things that can reverse it,Video content available.,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/pre-diabetic-7-simple-things-that-can-reverse-it/articleshow/113803268.cms,Times of India,2024-09-30
Read the Hurun India under-35 list here,Video content available.,https://timesofindia.indiatimes.com/etimes/trending/hurun-india-under-35-list-isha-ambani-parita-parekh-and-alakh-pandey-among-top-young-entrepreneurs/articleshow/113781838.cms,Times of India,2024-09-30
What is Blue Java Banana? All you need to know,Video content available.,https://timesofindia.indiatimes.com/life-style/food-news/what-is-blue-java-banana-all-you-need-to-know/articleshow/113780099.cms,Times of India,2024-09-30
Rani Mukerji's headmistress-core look,Video content available.,https://timesofindia.indiatimes.com/life-style/fashion/celeb-style/rani-mukerjis-headmistress-core-look-at-award-show-gets-a-mixed-review/articleshow/113787955.cms,Times of India,2024-09-30
10 desk exercises for 40-plus men for a healthy life,Video content available.,https://timesofindia.indiatimes.com/life-style/health-fitness/fitness/10-desk-exercises-for-40-plus-men-for-a-healthy-life/articleshow/113633071.cms,Times of India,2024-09-30
French footballer Kylian Mbappe has invested in this electronics company,"The TOI Tech Desk is a dedicated team of journalists committed to delivering the latest and most relevant news from the world of technology to readers of The Times of India. TOI Tech Desk’s news coverage spans a wide spectrum across gadget launches, gadget reviews, trends, in-depth analysis, exclusive reports and breaking stories that impact technology and the digital universe. Be it how-tos or the latest happenings in AI, cybersecurity, personal gadgets, platforms like WhatsApp, Instagram, Facebook and more; TOI Tech Desk brings the news with accuracy and authenticity.Read More",https://timesofindia.indiatimes.com/technology/tech-news/french-footballer-kylian-mbappe-has-invested-in-this-electronics-company/articleshow/113817927.cms,Times of India,2024-09-30
"California governor vetoes AI bill: What it means for Google, Microsoft, Meta, OpenAI and other tech giants","The TOI Tech Desk is a dedicated team of journalists committed to delivering the latest and most relevant news from the world of technology to readers of The Times of India. TOI Tech Desk’s news coverage spans a wide spectrum across gadget launches, gadget reviews, trends, in-depth analysis, exclusive reports and breaking stories that impact technology and the digital universe. Be it how-tos or the latest happenings in AI, cybersecurity, personal gadgets, platforms like WhatsApp, Instagram, Facebook and more; TOI Tech Desk brings the news with accuracy and authenticity.Read More Xiaomi Redmi Note 13R Pro 5G ₹23,690",https://timesofindia.indiatimes.com/technology/tech-news/california-governor-vetoes-ai-bill-what-it-means-for-google-microsoft-meta-openai-and-other-tech-giants/articleshow/113817513.cms,Times of India,2024-09-30
Time to Level Up: Discover the Never Seen Before deals on Gimbal and Lens!,"Tarun is a young and passionate writer who is now merging his love for consumable products, like automotive goods, gaming and electronic appliances, with careful detailing while producing brilliant and exquisite product reviews. In his short career so far, he has churned out as much as half a million words and has a keen eye for technological innovations. He covers events and affiliate content, including all things automotive, gaming, tools and wireless accessories since 2022. A longtime sports enthusiast, Tarun spends his off-hours on the ground knocking the cricket ball around with a bunch of friends.Read More",https://timesofindia.indiatimes.com/hot-picks/electronics-accessories/time-to-level-up-discover-the-never-seen-before-deals-on-gimbal-and-lens/articleshow/113821836.cms,Times of India,2024-09-30
Dyson's New Range of Heat-Free Stylers at Lowest-Ever Prices: Use 400 SuperCoins and get Extra Rs. 5000/- Off,"Dimple is a Content Consultant at TOI writing thoroughly researched Lifestyle articles with expertise in beauty, fashion, and gadgets. Apart from these categories, she also writes for home decor, electronics, jewellery, and health. She inscribes quality content that matches her reader's interests and aims. She blends her passion for writing to inspire readers to make informed decisions by carefully curating the finest products for them. She graduated from the Indian Institute of Mass Communication with a degree in English Journalism. She can be found doing trials with cooking or immersing herself in suspense thriller shows when not writing.Read More",https://timesofindia.indiatimes.com/hot-picks/health-beauty/dysons-new-range-of-heat-free-stylers-at-lowest-ever-prices-use-400-supercoins-and-get-extra-rs-5000/-off/articleshow/113821223.cms,Times of India,2024-09-30
"NEET PG Supreme Court hearing deferred due to absence of Government Counsel, new hearing likely on October 4","Gandhi Jayanti 2024: 10 Books by Mahatma Gandhi Every Student Should Read 10 Techniques to Boost Memory and Learning Speed for Students Who is Parita Parekh, youngest Indian entrepreneur and a Stanford alumna",https://timesofindia.indiatimes.com/education/news/neet-pg-supreme-court-hearing-deferred-due-to-absence-of-government-counsel-new-hearing-likely-on-october-4/articleshow/113817853.cms,Times of India,2024-09-30
Work-Life Balance at Alphabet Inc.: 7 Policies That Support Employee Well-Being,"10 Techniques to Boost Memory and Learning Speed for Students Who is Parita Parekh, youngest Indian entrepreneur and a Stanford alumna 10 AI-Powered Apps Every Student Should Use: From Grammarly to Duolingo",https://timesofindia.indiatimes.com/education/news/work-life-balance-at-alphabet-inc-7-policies-that-support-employee-well-being/articleshow/113815475.cms,Times of India,2024-09-30
Austria votes for the far-right,"The Freedom Party secured the first far-right national parliamentary election victory in post-World War II Austria on Sunday, finishing ahead of the governing conservatives after tapping into anxieties about immigration, inflation, Ukraine and other issues. But its chances of governing were unclear. Preliminary official results showed the Freedom Party finishing first with 29.2% of the vote and Chancellor Karl Nehammer’s Austrian People’s Party was second with 26.5%. The center-left Social Democrats were in third place with 21%. The outgoing government – a coalition of Nehammer’s party and the environmentalist Greens – lost its majority in the lower house of parliament. Herbert Kickl, a former interior minister and longtime campaign strategist who has led the Freedom Party since 2021, wants to be chancellor.",https://edition.cnn.com/2024/09/29/europe/austria-election-results-freedom-party-intl-hnk/index.html,CNN,2024-09-30
Elon Musk’s ‘gray area’,"The world’s richest man stood steps away from the US-Mexico border, adjusting the brim of his black cowboy hat. “As an immigrant to the United States, I am extremely pro-immigrant,” Elon Musk said, “and I believe that we need a greatly expanded legal immigration system, and that we should let anyone in the country who is hardworking and honest and will be a contributor to the United States.” But in the September 2023 video from Eagle Pass, Texas, Musk said limits are needed, too.",https://edition.cnn.com/2024/09/29/us/elon-musk-immigration-gray-area-cec/index.html,CNN,2024-09-30
Amazon rivers shrinking,"Huge tributaries that feed the mighty Amazon River — the largest on the planet — have plunged to record-low levels, upending lives, stranding boats, and threatening endangered dolphins as drought grips Brazil. The country is currently enduring its worst drought since records began in 1950, according to Cemaden, the country’s natural disaster monitoring center. It’s Brazil’s second straight year of extreme drought. Nearly 60% of the country is affected, with some cities, including the capital Brasília, enduring more than 140 consecutive days without rain. In the heart of the Amazon rainforest, the impact on rivers is shocking and experts are sounding the alarm on what this means for the region, a biodiversity hot spot and crucial climate change buffer.",https://edition.cnn.com/2024/09/30/climate/amazon-rivers-drought-satellite-pictures/index.html,CNN,2024-09-30
BTS star Suga,"K-pop megastar Suga has been fined after being caught riding an electric scooter while under the influence of alcohol. Suga, who is a member of South Korean boyband BTS, was fined 15 million won (about $11,400) for DUI charges under the Road Traffic Act, the Seoul Western District Court said in a summary order sent to the singer on September 27. In August, Suga was found to have ridden about 500 meters (around 1,600 feet) on an electric scooter after drinking alcohol. While he did not injure anyone or cause any damage, it is illegal to ride a scooter after drinking alcohol in South Korea.",https://edition.cnn.com/2024/09/30/entertainment/bts-suga-scooter-fine-scli-intl/index.html,CNN,2024-09-30
Kris Kristofferson,"Kris Kristofferson, a Rhodes scholar with a deft writing style and rough charisma who became a country music superstar and A-list Hollywood actor, has died. Kristofferson died at his home in Maui, Hawaii, on Saturday, family spokesperson Ebie McFarland said in an email. He was 88. McFarland said Kristofferson died peacefully, surrounded by his family. No cause was given.",https://edition.cnn.com/2024/09/29/entertainment/kris-kristofferson-singer-songwriter-dead/index.html,CNN,2024-09-30
60-year-old computer dating service,"“Your business is our pleasure. Your pleasure is our business.” This was the slogan hung outside a Harvard dorm room in 1965, marking the headquarters of the first computer matchmaking service in the US. Decades before Tinder and OK Cupid, there was Operation Match. Some of today’s dating apps keep us playing the field, but the first foray into computerized matchmaking developed from an earnest desire for men to meet members of the opposite sex. Bored of monotonous organised mixers with women’s colleges, and unable to meet many women on campus at Harvard, classmates Jeff Tarr and Vaughan Morrill were inspired, after an evening of drinking, to see whether a computer could find them a date.",https://edition.cnn.com/2024/09/29/style/operation-match-patsy-jeff-tarr/index.html,CNN,2024-09-30
Oprah weight loss,"Editor’s note: Watch “TV on the Edge: Moments That Shaped Our Culture” at 9 p.m. ET Sunday on CNN. The four-part series runs through October 13. Oprah Winfrey was the first Black woman Whitney Trotter saw on TV –– and the first television figure having conversations that affected young Black girls like her. But aside from those groundbreaking TV moments, interviews and pioneering successes, Trotter — now a registered dietitian — remembers that Winfrey was known for something else: the size and shape of her body.",https://edition.cnn.com/2024/09/29/health/oprah-winfrey-weight-diet-culture-wellness/index.html,CNN,2024-09-30
"US official says the operation could be more limited than originally planned, after US-Israel talks","Live Updates • Airstrikes have hit inside Beirut’s city limits for the first time since October 7. The attack comes days after Israel assassinated Hezbollah leader Hassan Nasrallah. The escalation in the war has killed civilians, destroyed homes and displaced 1 million people in Lebanon. • Israeli special forces have also carried out raids into Lebanese territory in preparation for a possible ground offensive, sources told CNN.",https://edition.cnn.com/world/live-news/israel-lebanon-war-hezbollah-09-30-24-intl-hnk/index.html,CNN,2024-09-30
"US-made 2,000-pound bombs likely used in strike that killed Hezbollah chief Nasrallah, CNN analysis shows","American-manufactured 2,000-pound bombs were likely used in the Israeli attack that killed Hezbollah’s leader, Hassan Nasrallah, in Beirut on Friday night, according to a review of footage showing the operation and its aftermath by CNN and munitions experts. A video published by the Israeli military on Saturday showed jets it said were used to carry out the attack carrying at least 15 2,000-pound bombs, including the US-made BLU-109, according to Trevor Ball, a former senior explosive ordnance technician for the US Army who reviewed the footage for CNN. The bombs, known colloquially as “bunker busters” for their ability to penetrate deep underground before they detonate, were also fitted with the US-made Joint Direct Attack Munition (JDAM) – a precision guidance kit that converts unguided, or “dumb” bombs, into “smart” munitions that can precisely strike a target – according to Ball. On one plane fitted with bombs, pictured taking off in the video, Ball identified at least four as BLU-109s with JDAM kits.",https://edition.cnn.com/2024/09/30/middleeast/israel-attack-nasrallah-2000-pound-bombs-intl/index.html,CNN,2024-09-30
Netanyahu rides wave of euphoria over assassinations as his political fortunes turn around,"On October 7, Israeli Prime Minister’s Benjamin Netanyahu’s self-styled image as “Mister Security” seemed irrevocably shattered by the deadliest day for Jews since the Holocaust. The Jewish homeland and its leader had failed to protect the people. How could he possibly survive? The polls told us as much. He had formed an extremist coalition government in November 2022 on the back of the 32 seats his Likud party secured in the 120-seat Knesset. After Hamas’ attack, a string of opinion polls suggested that were elections held, Likud would get just 17 seats, putting the government’s long-term survival in jeopardy. Nearly a year later, Netanyahu has staged a remarkable turnaround. Though Likud would still struggle to form a government were elections held today, a brutal campaign of airstrikes in Lebanon and assassinations across the Middle East in recent weeks have buoyed the prime minister to heights unimaginable in the immediate aftermath of Hamas’ attacks almost a year ago.",https://edition.cnn.com/2024/09/30/middleeast/israel-popularity-netanyahu-hezbollah-intl/index.html,CNN,2024-09-30
CNN aboard Israeli tanker for strike on Houthi-controlled port in Yemen,"Aboard an aging Boeing 707, thousands of feet above the Red Sea, I don a set of high-tech 3D goggles and stare at the small TV monitor recessed in a bank of retro dials and switches. Saudi Arabia’s amber desert slides by to my right, Egypt’s coast to my left, then a monstrous F35 fighter jet fills the tiny screen. I am with the Israel Defense Forces (IDF) – the first foreign journalist to be taken on a combat mission more than a thousand miles from Israel aboard a fighter jet refuel tanker.",https://edition.cnn.com/2024/09/30/middleeast/idf-nic-robertson-mission-embed-intl-hnk/index.html,CNN,2024-09-30
"Biden administration fears Iranian attack and is working with Israel on defenses, US official says","The Biden administration is worried that an attack from Iran is being planned in the wake of Israel’s killing of Hezbollah leader Hassan Nasrallah and is working with Israel on defenses, a US official said Sunday night. Joint defenses are being prepared to ward off an attack with changes in US military posture, the official added. The Biden administration spearheaded a multi-national defense of Israel in mid-April when Iran launched over 300 drones and missiles at Israel in response to the Israeli bombing of senior Iranian Revolutionary Guard officers in Syria.",https://edition.cnn.com/2024/09/30/politics/biden-administration-iran-israel-nasrallah-intl-hnk/index.html,CNN,2024-09-30
Israel wants to change the balance of power. History has a warning,"Killing Hezbollah leader Hassan Nasrallah was a step toward changing “the balance of power in the region for years to come,” Israeli Prime Minister Benjamin Netanyahu declared Saturday. Israel’s leader sees an opportunity opening up for a fundamental reconfiguration of power in Middle East and he may assume that Hezbollah are mortally wounded. Total victory, however, is elusive, and those who get what they wish for often live to regret it. Since Sept 17, Israel has dealt the Iran-backed militant group one body blow after another in Lebanon — first the pager and walkie talkie blasts, then a massive air strike on southern Beirut which killed senior commander Ibrahim Aqil (along with at least two dozen civilians), followed three days later by the start of a brutal bombing campaign. By Friday evening – when Nasrallah was killed in a bombing that flattened multiple buildings – Hizballah’s senior leadership had been almost totally eliminated.",https://edition.cnn.com/2024/09/29/middleeast/israel-war-lebanon-history-consequences-wedeman-intl/index.html,CNN,2024-09-30
CNN at the scene of latest Israeli airstrike in Beirut,CNN Senior International Correspondent Ben Wedeman reports from the scene of the latest Israeli airstrike in the Lebanese capital of Beirut. The Popular Front for the Liberation of Palestine (PFLP) in Lebanon said three of its members were killed. The strike marked the first time a location within the Lebanese capital city's limits has been hit in the current war. © 2024 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 2016 Cable News Network.,https://edition.cnn.com/2024/09/30/world/video/beirut-strike-lebanon-israel-ldn-digvid,CNN,2024-09-30
Devastation on the streets of Lebanon after days of Israeli bombardment,"An eerie calm fell over the Lebanese capital in the hours after Israeli warplanes pummelled its southern suburbs, Hezbollah’s seat of power where hundreds of thousands of civilians live. The Iran-backed group’s long-time leader Hassan Nasrallah was killed on Friday in a massive bombardment that was the first of the nearly 48 hours of incessant airstrikes. Scores of top commanders and officials were killed alongside him as well as in the attacks that followed. Many civilians are also believed to have been killed. More than 24 hours after Nasrallah’s body was recovered from the deep pit left behind by the heavy bombs that killed him, a funeral for the militant leader is yet to be scheduled – highly unusual in Islamic tradition where the dead receive a quick burial.",https://edition.cnn.com/2024/09/29/middleeast/israel-lebanon-war-devastation-beirut-intl-latam/index.html,CNN,2024-09-30
Watch massive explosions as Israel strikes port in Houthi-controlled Yemen,Israel strikes targets including a seaport and power station in Houthi-controlled Yemen after the Iran-backed Houthis launched recent rocket and missile attacks on Israel. CNN's Jim Sciutto reports. © 2024 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 2016 Cable News Network.,https://edition.cnn.com/2024/09/29/world/video/yemen-explosions-israeli-strikes-port-sciutto-digvid,CNN,2024-09-30
Trump repeats insults about Harris’ mental state as some GOP allies urge him to stick to issues,"Donald Trump on Sunday repeated his personal insults about Vice President Kamala Harris’ mental state as some GOP allies urged him to stay on message and avoid such attacks after he made similar remarks at a rally the night before. “Joe Biden became mentally impaired. It’s sad, but lying Kamala Harris, honestly, I believe she was born that way,” the former president said at Sunday’s rally in Erie, Pennsylvania, reprising attacks from the night before in Prairie du Chien, Wisconsin, where he said, “Kamala is mentally impaired.” Blaming Harris for illegal immigration taking place under the Biden administration, Trump on Saturday went on to say, “If you think about it, only a mentally disabled person could’ve allowed this to happen to our country.”",https://edition.cnn.com/2024/09/29/politics/trump-insults-harris-republican-reaction/index.html,CNN,2024-09-30
12 election lies Trump is using to set the stage to dispute a potential 2024 defeat,"Former President Donald Trump has escalated his long-running assault on the integrity of US elections as the 2024 presidential campaign enters its final stretch, using a new series of lies about ballots, vote-counting and the election process to lay the groundwork to challenge a potential defeat in November. Nonpartisan democracy experts say they’re seeing many of the same warning signs that were blinking red before Election Day four years ago, when Trump flooded the zone with election lies and conspiracy theories that he amplified after losing to Joe Biden. His campaign of deception culminated in the attack on the US Capitol on January 6, 2021. “The threats have not abated; they have only increased,” said Lindsay Daniels, a senior director at the nonpartisan Democracy Fund, which works to strengthen US democracy. “We saw a lot of activity in 2020 around peddling false claims and frivolous lawsuits. We are already seeing signs now, stage-setting, that these things may be attempted again.”",https://edition.cnn.com/2024/09/30/politics/fact-check-trump-election-lies-2024/index.html,CNN,2024-09-30
Satellite images show rivers in Brazil dramatically shrinking,"Huge tributaries that feed the mighty Amazon River — the largest on the planet — have plunged to record-low levels, upending lives, stranding boats, and threatening endangered dolphins as drought grips Brazil. The country is currently enduring its worst drought since records began in 1950, according to Cemaden, the country’s natural disaster monitoring center. It’s Brazil’s second straight year of extreme drought. Nearly 60% of the country is affected, with some cities, including the capital Brasília, enduring more than 140 consecutive days without rain. In the heart of the Amazon rainforest, the impact on rivers is shocking and experts are sounding the alarm on what this means for the region, a biodiversity hot spot and crucial climate change buffer.",https://edition.cnn.com/2024/09/30/climate/amazon-rivers-drought-satellite-pictures/index.html,CNN,2024-09-30
Communist China is celebrating its 75th birthday and its stock market is soaring. But not everyone is in the party spirit,Markets Hot Stocks Fear & Greed Index,https://edition.cnn.com/2024/09/30/business/china-national-day-economic-downturn-intl-hnk/index.html,CNN,2024-09-30
Catch up on today’s global news,"CNN Fast is a curated channel covering major news events across politics, international, business, and sport, and showcasing the most impactful stories of the day. © 2024 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 2016 Cable News Network.",https://edition.cnn.com/videos/fast/cnni-fast,CNN,2024-09-30
‘Who are you?’ An artist confronts photos of her father’s past lovers,"Do we ever really truly know our parents? As children, it’s often hard to imagine that they had full and complicated lives before us. Even as we get older some parts remain shrouded in mystery, their early romances and other unfollowed paths mere footnotes. London-based photographer Caroline Furneaux faced these questions after sifting through boxes of her father’s 35mm slides in the years following his sudden death in his 70s. She’d had a complex relationship with him, and felt as if his death in 2011 left things unresolved, she explained in a phone call. She let the archive sit for some time, expecting a familiar array of pictures taken during his compulsory national service, or perhaps his documentation of crop growth while working as an agronomist in Sweden. Instead, peering into her father’s handheld slide viewer, she found sun-kissed women she’d never seen, sitting in convertibles, posing on rocks at the beach or gathering wildflowers by the sea. Taken in the 1960s before he married, many in Sweden, the portraits may have been a series of girlfriends, flings or strangers.",https://edition.cnn.com/2024/09/30/style/caroline-furneaux-mothers-photo-book/index.html,CNN,2024-09-30
Oasis announce US tour dates,"To borrow from one of their song titles, Oasis has decided to “Acquiesce” to their North American fans who want to get in on their reunion tour. The British rock band has announced an expansion of their 2025 tour, which now includes dates in the US. “America. Oasis is coming,” a post on the band’s X account reads. “You have one last chance to prove that you loved us all along.”",https://edition.cnn.com/2024/09/30/entertainment/oasis-north-american-tour-dates/index.html,CNN,2024-09-30
"If Oprah Winfrey can’t win when it comes to weight loss, nobody can","Editor’s note: Watch “TV on the Edge: Moments That Shaped Our Culture” at 9 p.m. ET Sunday on CNN. The four-part series runs through October 13. Oprah Winfrey was the first Black woman Whitney Trotter saw on TV –– and the first television figure having conversations that affected young Black girls like her. But aside from those groundbreaking TV moments, interviews and pioneering successes, Trotter — now a registered dietitian — remembers that Winfrey was known for something else: the size and shape of her body.",https://edition.cnn.com/2024/09/29/health/oprah-winfrey-weight-diet-culture-wellness/index.html,CNN,2024-09-30
China’s astronauts are aiming to land on the moon by 2030. They now have a new spacesuit to do it,"China has taken a step forward in its ambitious plan to land astronauts on the moon by 2030 – unveiling the specially designed spacesuit its crew will don for what’s expected to be a landmark mission in the country’s space program. The new red-and-white suit – revealed by the China Manned Space Agency (CMSA) over the weekend – is made to withstand the moon’s extreme temperatures, as well as radiation and dust, while allowing astronauts physical flexibility to perform tasks on the lunar surface, according to state media. The moon-landing suit is equipped with a built-in long and short-range camera, an operations console, and a glare-proof helmet visor, according to a video shared by state broadcaster CCTV, which featured well-known Chinese astronauts Zhai Zhigang and Wang Yaping demonstrating how astronauts wearing the suit can bend and climb a ladder.",https://edition.cnn.com/2024/09/30/style/china-unveils-moon-landing-spacesuit-intl-hnk/index.html,CNN,2024-09-30
Kris Kristofferson dies at 88,"Kris Kristofferson, a Rhodes scholar with a deft writing style and rough charisma who became a country music superstar and A-list Hollywood actor, has died. Kristofferson died at his home in Maui, Hawaii, on Saturday, family spokesperson Ebie McFarland said in an email. He was 88. McFarland said Kristofferson died peacefully, surrounded by his family. No cause was given.",https://edition.cnn.com/2024/09/29/entertainment/kris-kristofferson-singer-songwriter-dead/index.html,CNN,2024-09-30
What the stars wore to Paris Fashion Week,"Editor’s Note: CNN Style is one of the official media partners of Paris Fashion Week. See all coverage here Paris Fashion Week is underway, and celebrities are out in full force as some of the biggest brands of the fashion world put not only their collections, but their VIP pulling power on display. Whether it’s running between shows or being spotted in the front row, A-listers are taking every opportunity to turn a look. So far we’ve seen Kendall Jenner debut a peroxide blonde long bob, Cardi B rock a set of razor-sharp alien bangs at Mugler and the hotly anticipated return of Bella Hadid from her two-year modeling hiatus.",https://edition.cnn.com/2024/09/27/style/paris-fashion-week-outfits-2024/index.html,CNN,2024-09-30
‘SNL’ Alumni return for political cold open,"‘Saturday Night Live’ returns for its 50th season and the cold open brought back alumni Maya Rudolph as Kamala Harris, Andy Samberg as Doug Emhoff, and Dana Carvey as President Biden. Comedian Jim Gaffigan also appeared as Tim Walz. Most stock quote data provided by BATS. US market indices are shown in real time, except for the S&P 500 which is refreshed every two minutes. All times are ET. Factset: FactSet Research Systems Inc. All rights reserved. Chicago Mercantile: Certain market data is the property of Chicago Mercantile Exchange Inc. and its licensors. All rights reserved. Dow Jones: The Dow Jones branded indices are proprietary to and are calculated, distributed and marketed by DJI Opco, a subsidiary of S&P Dow Jones Indices LLC and have been licensed for use to S&P Opco, LLC and CNN. Standard & Poor’s and S&P are registered trademarks of Standard & Poor’s Financial Services LLC and Dow Jones is a registered trademark of Dow Jones Trademark Holdings LLC. All content of the Dow Jones branded indices Copyright S&P Dow Jones Indices LLC and/or its affiliates. Fair value provided by IndexArb.com. Market holidays and trading hours provided by Copp Clark Limited. © 2024 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 2016 Cable News Network.",https://edition.cnn.com/2024/09/29/business/video/snl-50-cold-open-harris-maya-rudolph-andy-samberg-jim-gaffigan-dana-carvey-mgw-digvid,CNN,2024-09-30
Why Damian Lewis is herding sheep in London,"It’s un-herd of. Hollywood actor Damian Lewis abandoned his ewe-sual starry pursuits this weekend to drive a group of sheep over a bridge in London. Lewis’ temporary role of shepherd was part of a tradition dating back hundreds of years. The Sheep Drive, as the ritual is known, took place on Sunday on Southwark Bridge, “celebrating a Freeman’s ancient ‘right’ to bring sheep to market over the Thames, toll free,” according to a statement from the organizers.",https://edition.cnn.com/2024/09/30/entertainment/damian-lewis-sheep-drive-scli-intl/index.html,CNN,2024-09-30
"New Zealand reclaims record for world’s largest Haka on home turf, dethroning France","New Zealand has reclaimed the world record for the largest mass Haka, with thousands packing a major stadium on Sunday for a resounding performance of the traditional Māori routine. Historically a ceremonial Māori war dance, the Haka was intended as a challenge to opponents and a rallying cry before heading into battle, though today it is also used to celebrate Māori identity and culture and as a way of unifying people at times of grief. The sights and sounds of the Haka – feet stomping, fists pumping, vocal cords straining – are deeply entrenched within New Zealand culture and have been famously adopted by the country’s rugby teams as a pre-match ritual.",https://edition.cnn.com/2024/09/30/travel/new-zealand-world-record-haka-intl-hnk/index.html,CNN,2024-09-30
What Walz’s and Vance’s past debates may reveal about Tuesday’s matchup,"The only scheduled debate between the vice presidential nominees on Tuesday night – five weeks before Election Day – may also serve as the final word for the campaigns of Vice President Kamala Harris and former President Donald Trump before a large audience on national television. It’s an unusual twist of fate for Minnesota Gov. Tim Walz and Ohio Sen. JD Vance, whose selections over the summer thrust them into an intense political spotlight. A few months ago, Walz was a little-known Democratic governor and former six-term congressman who emerged as an unexpected contender as Harris’ running mate. When Trump announced Vance as his pick at the Republican National Convention in July, the first-term senator had yet to turn 40, and he has served less than two years in elected office. A review of several past general election and primary debates for Vance and Walz yields a picture of two candidates with specific approaches to their previous performances, which could be instructive for this high-stakes moment.",https://edition.cnn.com/2024/09/30/politics/vance-walz-past-debates/index.html,CNN,2024-09-30
The latest on the 2024 presidential race,"Live Updates • Countdown to Election Day: Former President Donald Trump and Vice President Kamala Harris will visit key battleground states this week as they race to make their pitch to voters with just five weeks until Election Day. Harris ended her West Coast campaign swing early for briefings on Helene’s impact. Trump is traveling to Valdosta, Georgia, today where he will receive a briefing on Hurricane Helene. • Tomorrow’s VP debate: Meanwhile, vice presidential candidates JD Vance and Tim Walz, are preparing to face off tomorrow in their first debate. For the first time in modern campaign history, this debate is likely to be the last marquee event before Election Day.",https://edition.cnn.com/politics/live-news/trump-harris-presidential-election-09-30-24/index.html,CNN,2024-09-30
Sen. Graham on Harris: ‘I’m not saying she’s crazy’ her ‘policies are batshit crazy’,"On ""State of the Union,"" CNN's Jake Tapper speaks with Senator Lindsey Graham (R-SC) about former President Donald Trump's latest rhetoric on Democratic presidential nominee Kamala Harris. © 2024 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 2016 Cable News Network.",https://edition.cnn.com/2024/09/29/politics/video/graham-reacts-trump-harris-mentally-disabled-sotu-digvid,CNN,2024-09-30
South Korea court sentences highest-ranking police officer yet to jail over Halloween crush,"The former head of a local police station in Seoul has been sentenced to three years in jail over a deadly 2022 Halloween crowd crush, making him the highest-ranking law enforcement official to be held criminally liable over the disaster. Almost 160 people died in the crowd crush at the trendy Itaewon nightlife district on October 29 that year, in what was one of South Korea’s deadliest disasters that left the nation reeling. Lee Im-jae, former chief of the Yongsan police station, which oversees safety in Itaewon, is one of multiple officers to be prosecuted for failing to adequately prepare for the huge Halloween crowds.",https://edition.cnn.com/2024/09/30/asia/itaewon-crush-police-head-sentencing-intl-hnk/index.html,CNN,2024-09-30
Video shows buildings collapse during landslide in Nepal,About 200 people are dead amid widespread destruction in Nepal after heavy monsoon rain triggered flooding and landslides. Rescue efforts are underway. © 2024 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 2016 Cable News Network.,https://edition.cnn.com/2024/09/30/world/video/nepal-landslide-floods-buildings-collapse-ldn-digvid,CNN,2024-09-30
"After nearly disappearing forever, this ancient bird is returning to the skies","Editor’s Note: Call to Earth is a CNN editorial series committed to reporting on the environmental challenges facing our planet, together with the solutions. Rolex’s Perpetual Planet Initiative has partnered with CNN to drive awareness and education around key sustainability issues and to inspire positive action. After the northern bald ibis disappeared from Europe more than 300 years ago, some assumed that 16th century drawings of its gleaming plume and long, arching beak were works of the imagination. The birds, which were once found in three continents, were so revered in the ancient world that they have their own hieroglyph – a depiction of their distinctive outline that represents the word akh, meaning “spirit”.",https://edition.cnn.com/science/gallery/northern-bald-ibis-photos-c2e-spc/index.html,CNN,2024-09-30
Gigi Hadid walks the runway in a mini dress made from DHL tape,"Editor’s Note: Featuring the good, the bad and the ugly, ‘Look of the Week’ is a regular series dedicated to unpacking the most talked about outfit of the last seven days. First Rihanna’s bathrobe, now Gigi Hadid’s DHL tape dress — it seems that luxury fashion is looking right under our noses (or at least inside our houses) for inspiration. On Friday, Hadid walked in the Vetements show during Paris Fashion Week wrapped tightly in a roll of yellow and red DHL-branded packing tape. The adhesive tool was styled into a strapless mini dress, while two heeled pumps were wrapped in the same tape to match. “She delivered,” read one social media comment. “FedEx has 24 hours to respond,” added another.",https://edition.cnn.com/2024/09/30/style/look-of-the-week-gigi-hadid-mini-dress-packing-tape/index.html,CNN,2024-09-30
